id,name,parent_id/id
res_partner_category_ape_4213b,Construction et entretien de tunnels,res_partner_category_ape
res_partner_category_ape_4221z,Construction de réseaux pour fluides,res_partner_category_ape
res_partner_category_ape_4222z,Construction de réseaux électriques et de télécommunications,res_partner_category_ape
res_partner_category_ape_4291z,Construction d'ouvrages maritimes et fluviaux,res_partner_category_ape
res_partner_category_ape_4299z,Construction d'autres ouvrages de génie civil n.c.a.,res_partner_category_ape
res_partner_category_ape_4311z,Travaux de démolition,res_partner_category_ape
res_partner_category_ape_4312a,Travaux de terrassement courants et travaux préparatoires,res_partner_category_ape
res_partner_category_ape_4312b,Travaux de terrassement spécialisés ou de grande masse,res_partner_category_ape
res_partner_category_ape_4313z,Forages et sondages,res_partner_category_ape
res_partner_category_ape_4321a,Travaux d'installation électrique dans tous locaux,res_partner_category_ape
res_partner_category_ape_4321b,Travaux d'installation électrique sur la voie publique,res_partner_category_ape
res_partner_category_ape_4322a,Travaux d'installation d'eau et de gaz en tous locaux,res_partner_category_ape
res_partner_category_ape_4322b,Travaux d'installation d'équipements thermiques et de climatisation,res_partner_category_ape
res_partner_category_ape_4329a,Travaux d'isolation,res_partner_category_ape
res_partner_category_ape_4329b,Autres travaux d'installation n.c.a.,res_partner_category_ape
res_partner_category_ape_4331z,Travaux de plâtrerie,res_partner_category_ape
res_partner_category_ape_4332a,Travaux de menuiserie bois et PVC,res_partner_category_ape
res_partner_category_ape_4332b,Travaux de menuiserie métallique et serrurerie,res_partner_category_ape
res_partner_category_ape_4332c,Agencement de lieux de vente,res_partner_category_ape
res_partner_category_ape_4333z,Travaux de revêtement des sols et des murs,res_partner_category_ape
res_partner_category_ape_4334z,Travaux de peinture et vitrerie,res_partner_category_ape
res_partner_category_ape_4339z,Autres travaux de finition,res_partner_category_ape
res_partner_category_ape_4391a,Travaux de charpente,res_partner_category_ape
res_partner_category_ape_4391b,Travaux de couverture par éléments,res_partner_category_ape
res_partner_category_ape_4399a,Travaux d'étanchéification,res_partner_category_ape
res_partner_category_ape_4399b,Travaux de montage de structures métalliques,res_partner_category_ape
res_partner_category_ape_4399c,Travaux de maçonnerie générale et gros œuvre de bâtiment,res_partner_category_ape
res_partner_category_ape_4399d,Autres travaux spécialisés de construction,res_partner_category_ape
res_partner_category_ape_4399e,Location avec opérateur de matériel de construction,res_partner_category_ape
res_partner_category_ape_4511z,Commerce de voitures et de véhicules automobiles légers,res_partner_category_ape
res_partner_category_ape_4519z,Commerce d'autres véhicules automobiles,res_partner_category_ape
res_partner_category_ape_4520a,Entretien et réparation de véhicules automobiles légers,res_partner_category_ape
res_partner_category_ape_4520b,Entretien et réparation d'autres véhicules automobiles,res_partner_category_ape
res_partner_category_ape_4531z,Commerce de gros d'équipements automobiles,res_partner_category_ape
res_partner_category_ape_4532z,Commerce de détail d'équipements automobiles,res_partner_category_ape
res_partner_category_ape_4540z,Commerce et réparation de motocycles,res_partner_category_ape
res_partner_category_ape_4611z,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",res_partner_category_ape
res_partner_category_ape_4612a,Centrales d'achat de carburant,res_partner_category_ape
res_partner_category_ape_4612b,"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",res_partner_category_ape
res_partner_category_ape_4613z,Intermédiaires du commerce en bois et matériaux de construction,res_partner_category_ape
res_partner_category_ape_4614z,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",res_partner_category_ape
res_partner_category_ape_4615z,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",res_partner_category_ape
res_partner_category_ape_4616z,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",res_partner_category_ape
res_partner_category_ape_4617a,Centrales d'achat alimentaires,res_partner_category_ape
res_partner_category_ape_4617b,"Autres intermédiaires du commerce en denrées, boissons et tabac",res_partner_category_ape
res_partner_category_ape_4618z,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,res_partner_category_ape
res_partner_category_ape_4619a,Centrales d'achat non alimentaires,res_partner_category_ape
res_partner_category_ape_4619b,Autres intermédiaires du commerce en produits divers,res_partner_category_ape
res_partner_category_ape_4621z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",res_partner_category_ape
res_partner_category_ape_4622z,Commerce de gros (commerce interentreprises) de fleurs et plantes,res_partner_category_ape
res_partner_category_ape_4623z,Commerce de gros (commerce interentreprises) d'animaux vivants,res_partner_category_ape
res_partner_category_ape_4624z,Commerce de gros (commerce interentreprises) de cuirs et peaux,res_partner_category_ape
res_partner_category_ape_4631z,Commerce de gros (commerce interentreprises) de fruits et légumes,res_partner_category_ape
res_partner_category_ape_4632a,Commerce de gros (commerce interentreprises) de viandes de boucherie,res_partner_category_ape
res_partner_category_ape_4632b,Commerce de gros (commerce interentreprises) de produits à base de viande,res_partner_category_ape
res_partner_category_ape_4632c,Commerce de gros (commerce interentreprises) de volailles et gibier,res_partner_category_ape
res_partner_category_ape_4633z,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",res_partner_category_ape
res_partner_category_ape_4634z,Commerce de gros (commerce interentreprises) de boissons,res_partner_category_ape
res_partner_category_ape_4635z,Commerce de gros (commerce interentreprises) de produits à base de tabac,res_partner_category_ape
res_partner_category_ape_4636z,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",res_partner_category_ape
res_partner_category_ape_4637z,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",res_partner_category_ape
res_partner_category_ape_4638a,"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques",res_partner_category_ape
res_partner_category_ape_4638b,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,res_partner_category_ape
res_partner_category_ape_4639a,Commerce de gros (commerce interentreprises) de produits surgelés,res_partner_category_ape
res_partner_category_ape_4639b,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,res_partner_category_ape
res_partner_category_ape_4641z,Commerce de gros (commerce interentreprises) de textiles,res_partner_category_ape
res_partner_category_ape_4642z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,res_partner_category_ape
res_partner_category_ape_4643z,Commerce de gros (commerce interentreprises) d'appareils électroménagers,res_partner_category_ape
res_partner_category_ape_4644z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",res_partner_category_ape
res_partner_category_ape_4645z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,res_partner_category_ape
res_partner_category_ape_4646z,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,res_partner_category_ape
res_partner_category_ape_4647z,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",res_partner_category_ape
res_partner_category_ape_4648z,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,res_partner_category_ape
res_partner_category_ape_4649z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,res_partner_category_ape
res_partner_category_ape_4651z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",res_partner_category_ape
res_partner_category_ape_4652z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,res_partner_category_ape
res_partner_category_ape_4661z,Commerce de gros (commerce interentreprises) de matériel agricole,res_partner_category_ape
res_partner_category_ape_4662z,Commerce de gros (commerce interentreprises) de machines-outils,res_partner_category_ape
res_partner_category_ape_4663z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",res_partner_category_ape
res_partner_category_ape_4664z,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,res_partner_category_ape
res_partner_category_ape_4665z,Commerce de gros (commerce interentreprises) de mobilier de bureau,res_partner_category_ape
res_partner_category_ape_4666z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,res_partner_category_ape
res_partner_category_ape_4669a,Commerce de gros (commerce interentreprises) de matériel électrique,res_partner_category_ape
res_partner_category_ape_4669b,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,res_partner_category_ape
res_partner_category_ape_4669c,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,res_partner_category_ape
res_partner_category_ape_4671z,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,res_partner_category_ape
res_partner_category_ape_4672z,Commerce de gros (commerce interentreprises) de minerais et métaux,res_partner_category_ape
res_partner_category_ape_4673a,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,res_partner_category_ape
res_partner_category_ape_4673b,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,res_partner_category_ape
res_partner_category_ape_4674a,Commerce de gros (commerce interentreprises) de quincaillerie,res_partner_category_ape
res_partner_category_ape_4674b,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,res_partner_category_ape
res_partner_category_ape_4675z,Commerce de gros (commerce interentreprises) de produits chimiques,res_partner_category_ape
res_partner_category_ape_4676z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,res_partner_category_ape
res_partner_category_ape_4677z,Commerce de gros (commerce interentreprises) de déchets et débris,res_partner_category_ape
res_partner_category_ape_4690z,Commerce de gros (commerce interentreprises) non spécialisé,res_partner_category_ape
res_partner_category_ape_4711a,Commerce de détail de produits surgelés,res_partner_category_ape
res_partner_category_ape_4711b,Commerce d'alimentation générale,res_partner_category_ape
res_partner_category_ape_4711c,Supérettes,res_partner_category_ape
res_partner_category_ape_4711d,Supermarchés,res_partner_category_ape
res_partner_category_ape_4711e,Magasins multi-commerces,res_partner_category_ape
res_partner_category_ape_4711f,Hypermarchés,res_partner_category_ape
res_partner_category_ape_4719a,Grands magasins,res_partner_category_ape
res_partner_category_ape_4719b,Autres commerces de détail en magasin non spécialisé,res_partner_category_ape
res_partner_category_ape_4721z,Commerce de détail de fruits et légumes en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4722z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4723z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",res_partner_category_ape
res_partner_category_ape_4724z,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",res_partner_category_ape
res_partner_category_ape_4725z,Commerce de détail de boissons en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4726z,Commerce de détail de produits à base de tabac en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4729z,Autres commerces de détail alimentaires en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4730z,Commerce de détail de carburants en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4741z,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",res_partner_category_ape
res_partner_category_ape_4742z,Commerce de détail de matériels de télécommunication en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4743z,Commerce de détail de matériels audio et vidéo en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4751z,Commerce de détail de textiles en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4752a,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)",res_partner_category_ape
res_partner_category_ape_4752b,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",res_partner_category_ape
res_partner_category_ape_4753z,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",res_partner_category_ape
res_partner_category_ape_4754z,Commerce de détail d'appareils électroménagers en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4759a,Commerce de détail de meubles,res_partner_category_ape
res_partner_category_ape_4759b,Commerce de détail d'autres équipements du foyer,res_partner_category_ape
res_partner_category_ape_4761z,Commerce de détail de livres en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4762z,Commerce de détail de journaux et papeterie en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4763z,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4764z,Commerce de détail d'articles de sport en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4765z,Commerce de détail de jeux et jouets en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4771z,Commerce de détail d'habillement en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4772a,Commerce de détail de la chaussure,res_partner_category_ape
res_partner_category_ape_4772b,Commerce de détail de maroquinerie et d'articles de voyage,res_partner_category_ape
res_partner_category_ape_4773z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4774z,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4775z,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4776z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",res_partner_category_ape
res_partner_category_ape_4777z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,res_partner_category_ape
res_partner_category_ape_4778a,Commerces de détail d'optique,res_partner_category_ape
res_partner_category_ape_4778b,Commerces de détail de charbons et combustibles,res_partner_category_ape
res_partner_category_ape_4778c,Autres commerces de détail spécialisés divers,res_partner_category_ape
res_partner_category_ape_4779z,Commerce de détail de biens d'occasion en magasin,res_partner_category_ape
res_partner_category_ape_4781z,Commerce de détail alimentaire sur éventaires et marchés,res_partner_category_ape
res_partner_category_ape_4782z,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",res_partner_category_ape
res_partner_category_ape_4789z,Autres commerces de détail sur éventaires et marchés,res_partner_category_ape
res_partner_category_ape_4791a,Vente à distance sur catalogue général,res_partner_category_ape
res_partner_category_ape_4791b,Vente à distance sur catalogue spécialisé,res_partner_category_ape
res_partner_category_ape_4799a,Vente à domicile,res_partner_category_ape
res_partner_category_ape_4799b,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",res_partner_category_ape
res_partner_category_ape_4910z,Transport ferroviaire interurbain de voyageurs,res_partner_category_ape
res_partner_category_ape_4920z,Transports ferroviaires de fret,res_partner_category_ape
res_partner_category_ape_4931z,Transports urbains et suburbains de voyageurs,res_partner_category_ape
res_partner_category_ape_4932z,Transports de voyageurs par taxis,res_partner_category_ape
res_partner_category_ape_4939a,Transports routiers réguliers de voyageurs,res_partner_category_ape
res_partner_category_ape_4939b,Autres transports routiers de voyageurs,res_partner_category_ape
res_partner_category_ape_4939c,Téléphériques et remontées mécaniques,res_partner_category_ape
res_partner_category_ape_4941a,Transports routiers de fret interurbains,res_partner_category_ape
res_partner_category_ape_4941b,Transports routiers de fret de proximité,res_partner_category_ape
res_partner_category_ape_4941c,Location de camions avec chauffeur,res_partner_category_ape
res_partner_category_ape_4942z,Services de déménagement,res_partner_category_ape
res_partner_category_ape_4950z,Transports par conduites,res_partner_category_ape
res_partner_category_ape_5010z,Transports maritimes et côtiers de passagers,res_partner_category_ape
res_partner_category_ape_5020z,Transports maritimes et côtiers de fret,res_partner_category_ape
res_partner_category_ape_5030z,Transports fluviaux de passagers,res_partner_category_ape
res_partner_category_ape_5040z,Transports fluviaux de fret,res_partner_category_ape
res_partner_category_ape_5110z,Transports aériens de passagers,res_partner_category_ape
res_partner_category_ape_5121z,Transports aériens de fret,res_partner_category_ape
res_partner_category_ape_5122z,Transports spatiaux,res_partner_category_ape
res_partner_category_ape_5210a,Entreposage et stockage frigorifique,res_partner_category_ape
res_partner_category_ape_5210b,Entreposage et stockage non frigorifique,res_partner_category_ape
res_partner_category_ape_5221z,Services auxiliaires des transports terrestres,res_partner_category_ape
res_partner_category_ape_5222z,Services auxiliaires des transports par eau,res_partner_category_ape
res_partner_category_ape_5223z,Services auxiliaires des transports aériens,res_partner_category_ape
res_partner_category_ape_5224a,Manutention portuaire,res_partner_category_ape
res_partner_category_ape_5224b,Manutention non portuaire,res_partner_category_ape
res_partner_category_ape_5229a,"Messagerie, fret express",res_partner_category_ape
res_partner_category_ape_5229b,Affrètement et organisation des transports,res_partner_category_ape
res_partner_category_ape_5310z,Activités de poste dans le cadre d'une obligation de service universel,res_partner_category_ape
res_partner_category_ape_5320z,Autres activités de poste et de courrier,res_partner_category_ape
res_partner_category_ape_5510z,Hôtels et hébergement similaire,res_partner_category_ape
res_partner_category_ape_5520z,Hébergement touristique et autre hébergement de courte durée,res_partner_category_ape
res_partner_category_ape_5530z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,res_partner_category_ape
res_partner_category_ape_5590z,Autres hébergements,res_partner_category_ape
res_partner_category_ape_5610a,Restauration traditionnelle,res_partner_category_ape
res_partner_category_ape_5610b,Cafétérias et autres libres-services,res_partner_category_ape
res_partner_category_ape_5610c,Restauration de type rapide,res_partner_category_ape
res_partner_category_ape_5621z,Services des traiteurs,res_partner_category_ape
res_partner_category_ape_5629a,Restauration collective sous contrat,res_partner_category_ape
res_partner_category_ape_5629b,Autres services de restauration n.c.a.,res_partner_category_ape
res_partner_category_ape_5630z,Débits de boissons,res_partner_category_ape
res_partner_category_ape_5811z,Édition de livres,res_partner_category_ape
res_partner_category_ape_5812z,Édition de répertoires et de fichiers d'adresses,res_partner_category_ape
res_partner_category_ape_5813z,Édition de journaux,res_partner_category_ape
res_partner_category_ape_5814z,Édition de revues et périodiques,res_partner_category_ape
res_partner_category_ape_5819z,Autres activités d'édition,res_partner_category_ape
res_partner_category_ape_5821z,Édition de jeux électroniques,res_partner_category_ape
res_partner_category_ape_5829a,Édition de logiciels système et de réseau,res_partner_category_ape
res_partner_category_ape_5829b,Édition de logiciels outils de développement et de langages,res_partner_category_ape
res_partner_category_ape_5829c,Édition de logiciels applicatifs,res_partner_category_ape
res_partner_category_ape_5911a,Production de films et de programmes pour la télévision,res_partner_category_ape
res_partner_category_ape_5911b,Production de films institutionnels et publicitaires,res_partner_category_ape
res_partner_category_ape_5911c,Production de films pour le cinéma,res_partner_category_ape
res_partner_category_ape_5912z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",res_partner_category_ape
res_partner_category_ape_5913a,Distribution de films cinématographiques,res_partner_category_ape
res_partner_category_ape_5913b,Édition et distribution vidéo,res_partner_category_ape
res_partner_category_ape_5914z,Projection de films cinématographiques,res_partner_category_ape
res_partner_category_ape_5920z,Enregistrement sonore et édition musicale,res_partner_category_ape
res_partner_category_ape_6010z,Édition et diffusion de programmes radio,res_partner_category_ape
res_partner_category_ape_6020a,Édition de chaînes généralistes,res_partner_category_ape
res_partner_category_ape_6020b,Édition de chaînes thématiques,res_partner_category_ape
res_partner_category_ape_6110z,Télécommunications filaires,res_partner_category_ape
res_partner_category_ape_6120z,Télécommunications sans fil,res_partner_category_ape
res_partner_category_ape_6130z,Télécommunications par satellite,res_partner_category_ape
res_partner_category_ape_6190z,Autres activités de télécommunication,res_partner_category_ape
res_partner_category_ape_6201z,Programmation informatique,res_partner_category_ape
res_partner_category_ape_6202a,Conseil en systèmes et logiciels informatiques,res_partner_category_ape
res_partner_category_ape_6202b,Tierce maintenance de systèmes et d'applications informatiques,res_partner_category_ape
res_partner_category_ape_6203z,Gestion d'installations informatiques,res_partner_category_ape
res_partner_category_ape_6209z,Autres activités informatiques,res_partner_category_ape
res_partner_category_ape_6311z,"Traitement de données, hébergement et activités connexes",res_partner_category_ape
res_partner_category_ape_6312z,Portails Internet,res_partner_category_ape
res_partner_category_ape_6391z,Activités des agences de presse,res_partner_category_ape
res_partner_category_ape_6399z,Autres services d'information n.c.a.,res_partner_category_ape
res_partner_category_ape_6411z,Activités de banque centrale,res_partner_category_ape
res_partner_category_ape_6419z,Autres intermédiations monétaires,res_partner_category_ape
res_partner_category_ape_6420z,Activités des sociétés holding,res_partner_category_ape
res_partner_category_ape_6430z,Fonds de placement et entités financières similaires,res_partner_category_ape
res_partner_category_ape_6491z,Crédit-bail,res_partner_category_ape
res_partner_category_ape_6492z,Autre distribution de crédit,res_partner_category_ape
res_partner_category_ape_6499z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",res_partner_category_ape
res_partner_category_ape_6511z,Assurance vie,res_partner_category_ape
res_partner_category_ape_6512z,Autres assurances,res_partner_category_ape
res_partner_category_ape_6520z,Réassurance,res_partner_category_ape
res_partner_category_ape_6530z,Caisses de retraite,res_partner_category_ape
res_partner_category_ape_6611z,Administration de marchés financiers,res_partner_category_ape
res_partner_category_ape_6612z,Courtage de valeurs mobilières et de marchandises,res_partner_category_ape
res_partner_category_ape_6619a,Supports juridiques de gestion de patrimoine mobilier,res_partner_category_ape
res_partner_category_ape_6619b,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",res_partner_category_ape
res_partner_category_ape_6621z,Évaluation des risques et dommages,res_partner_category_ape
res_partner_category_ape_6622z,Activités des agents et courtiers d'assurances,res_partner_category_ape
res_partner_category_ape_6629z,Autres activités auxiliaires d'assurance et de caisses de retraite,res_partner_category_ape
res_partner_category_ape_6630z,Gestion de fonds,res_partner_category_ape
res_partner_category_ape_6810z,Activités des marchands de biens immobiliers,res_partner_category_ape
res_partner_category_ape_6820a,Location de logements,res_partner_category_ape
res_partner_category_ape_6820b,Location de terrains et d'autres biens immobiliers,res_partner_category_ape
res_partner_category_ape_6831z,Agences immobilières,res_partner_category_ape
res_partner_category_ape_6832a,Administration d'immeubles et autres biens immobiliers,res_partner_category_ape
res_partner_category_ape_6832b,Supports juridiques de gestion de patrimoine immobilier,res_partner_category_ape
res_partner_category_ape_6910z,Activités juridiques,res_partner_category_ape
res_partner_category_ape_6920z,Activités comptables,res_partner_category_ape
res_partner_category_ape_7010z,Activités des sièges sociaux,res_partner_category_ape
res_partner_category_ape_7021z,Conseil en relations publiques et communication,res_partner_category_ape
res_partner_category_ape_7022z,Conseil pour les affaires et autres conseils de gestion,res_partner_category_ape
res_partner_category_ape_7111z,Activités d'architecture,res_partner_category_ape
res_partner_category_ape_7112a,Activité des géomètres,res_partner_category_ape
res_partner_category_ape_7112b,"Ingénierie, études techniques",res_partner_category_ape
res_partner_category_ape_7120a,Contrôle technique automobile,res_partner_category_ape
res_partner_category_ape_7120b,"Analyses, essais et inspections techniques",res_partner_category_ape
res_partner_category_ape_7211z,Recherche-développement en biotechnologie,res_partner_category_ape
res_partner_category_ape_7219z,Recherche-développement en autres sciences physiques et naturelles,res_partner_category_ape
res_partner_category_ape_7220z,Recherche-développement en sciences humaines et sociales,res_partner_category_ape
res_partner_category_ape_7311z,Activités des agences de publicité,res_partner_category_ape
res_partner_category_ape_7312z,Régie publicitaire de médias,res_partner_category_ape
res_partner_category_ape_7320z,Études de marché et sondages,res_partner_category_ape
res_partner_category_ape_7410z,Activités spécialisées de design,res_partner_category_ape
res_partner_category_ape_7420z,Activités photographiques,res_partner_category_ape
res_partner_category_ape_7430z,Traduction et interprétation,res_partner_category_ape
res_partner_category_ape_7490a,Activité des économistes de la construction,res_partner_category_ape
res_partner_category_ape_7490b,"Activités spécialisées, scientifiques et techniques diverses",res_partner_category_ape
res_partner_category_ape_7500z,Activités vétérinaires,res_partner_category_ape
res_partner_category_ape_7711a,Location de courte durée de voitures et de véhicules automobiles légers,res_partner_category_ape
res_partner_category_ape_7711b,Location de longue durée de voitures et de véhicules automobiles légers,res_partner_category_ape
res_partner_category_ape_7712z,Location et location-bail de camions,res_partner_category_ape
res_partner_category_ape_7721z,Location et location-bail d'articles de loisirs et de sport,res_partner_category_ape
res_partner_category_ape_7722z,Location de vidéocassettes et disques vidéo,res_partner_category_ape
res_partner_category_ape_7729z,Location et location-bail d'autres biens personnels et domestiques,res_partner_category_ape
res_partner_category_ape_7731z,Location et location-bail de machines et équipements agricoles,res_partner_category_ape
res_partner_category_ape_7732z,Location et location-bail de machines et équipements pour la construction,res_partner_category_ape
res_partner_category_ape_7733z,Location et location-bail de machines de bureau et de matériel informatique,res_partner_category_ape
res_partner_category_ape_7734z,Location et location-bail de matériels de transport par eau,res_partner_category_ape
res_partner_category_ape_7735z,Location et location-bail de matériels de transport aérien,res_partner_category_ape
res_partner_category_ape_7739z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",res_partner_category_ape
res_partner_category_ape_7740z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",res_partner_category_ape
res_partner_category_ape_7810z,Activités des agences de placement de main-d'œuvre,res_partner_category_ape
res_partner_category_ape_7820z,Activités des agences de travail temporaire,res_partner_category_ape
res_partner_category_ape_7830z,Autre mise à disposition de ressources humaines,res_partner_category_ape
res_partner_category_ape_7911z,Activités des agences de voyage,res_partner_category_ape
res_partner_category_ape_7912z,Activités des voyagistes,res_partner_category_ape
res_partner_category_ape_7990z,Autres services de réservation et activités connexes,res_partner_category_ape
res_partner_category_ape_8010z,Activités de sécurité privée,res_partner_category_ape
res_partner_category_ape_8020z,Activités liées aux systèmes de sécurité,res_partner_category_ape
res_partner_category_ape_8030z,Activités d'enquête,res_partner_category_ape
res_partner_category_ape_8110z,Activités combinées de soutien lié aux bâtiments,res_partner_category_ape
res_partner_category_ape_8121z,Nettoyage courant des bâtiments,res_partner_category_ape
res_partner_category_ape_8122z,Autres activités de nettoyage des bâtiments et nettoyage industriel,res_partner_category_ape
res_partner_category_ape_8129a,"Désinfection, désinsectisation, dératisation",res_partner_category_ape
res_partner_category_ape_8129b,Autres activités de nettoyage n.c.a.,res_partner_category_ape
res_partner_category_ape_8130z,Services d'aménagement paysager,res_partner_category_ape
res_partner_category_ape_8211z,Services administratifs combinés de bureau,res_partner_category_ape
res_partner_category_ape_8219z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",res_partner_category_ape
res_partner_category_ape_8220z,Activités de centres d'appels,res_partner_category_ape
res_partner_category_ape_8230z,"Organisation de foires, salons professionnels et congrès",res_partner_category_ape
res_partner_category_ape_8291z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,res_partner_category_ape
res_partner_category_ape_8292z,Activités de conditionnement,res_partner_category_ape
res_partner_category_ape_8299z,Autres activités de soutien aux entreprises n.c.a.,res_partner_category_ape
res_partner_category_ape_8411z,Administration publique générale,res_partner_category_ape
res_partner_category_ape_8412z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",res_partner_category_ape
res_partner_category_ape_8413z,Administration publique (tutelle) des activités économiques,res_partner_category_ape
res_partner_category_ape_8421z,Affaires étrangères,res_partner_category_ape
res_partner_category_ape_8422z,Défense,res_partner_category_ape
res_partner_category_ape_8423z,Justice,res_partner_category_ape
res_partner_category_ape_8424z,Activités d'ordre public et de sécurité,res_partner_category_ape
res_partner_category_ape_8425z,Services du feu et de secours,res_partner_category_ape
res_partner_category_ape_8430a,Activités générales de sécurité sociale,res_partner_category_ape
res_partner_category_ape_8430b,Gestion des retraites complémentaires,res_partner_category_ape
res_partner_category_ape_8430c,Distribution sociale de revenus,res_partner_category_ape
res_partner_category_ape_8510z,Enseignement pré-primaire,res_partner_category_ape
res_partner_category_ape_8520z,Enseignement primaire,res_partner_category_ape
res_partner_category_ape_8531z,Enseignement secondaire général,res_partner_category_ape
res_partner_category_ape_8532z,Enseignement secondaire technique ou professionnel,res_partner_category_ape
res_partner_category_ape_8541z,Enseignement post-secondaire non supérieur,res_partner_category_ape
res_partner_category_ape_8542z,Enseignement supérieur,res_partner_category_ape
res_partner_category_ape_8551z,Enseignement de disciplines sportives et d'activités de loisirs,res_partner_category_ape
res_partner_category_ape_8552z,Enseignement culturel,res_partner_category_ape
res_partner_category_ape_8553z,Enseignement de la conduite,res_partner_category_ape
res_partner_category_ape_8559a,Formation continue d'adultes,res_partner_category_ape
res_partner_category_ape_8559b,Autres enseignements,res_partner_category_ape
res_partner_category_ape_8560z,Activités de soutien à l'enseignement,res_partner_category_ape
